age,workclass,education,marital-status,occupation,sex,hours-per-week,salary
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,1.0,<=50K
44.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,10th,Married-civ-spouse,?,Male,99.0,>50K
41.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
17.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Private,10th,Never-married,?,Male,1.870579,<=50K
17.0,Private,1st-4th,Never-married,Farming-fishing,Male,45.0,<=50K
90.0,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,16.0,>50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Private,1st-4th,Separated,?,Male,50.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,8.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,40.0,>50K
17.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,1.0,>50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,48.0,<=50K
90.0,?,Assoc-acdm,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,10th,Never-married,?,Male,99.0,>50K
17.0,Local-gov,11th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
17.0,Self-emp-not-inc,Preschool,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,2.6581945,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
67.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,11th,Never-married,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,10th,Never-married,Priv-house-serv,Male,1.0,<=50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,40.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
38.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
40.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
17.0,Private,5th-6th,Never-married,Priv-house-serv,Male,50.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Sales,Male,1.0,>50K
17.0,Private,10th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
24.0,Private,1st-4th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
17.0,State-gov,Some-college,Never-married,Protective-serv,Male,1.0,<=50K
89.68485,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Private,1st-4th,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
17.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Male,1.0,<=50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,?,1st-4th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
53.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
21.0,Private,HS-grad,Married-civ-spouse,Sales,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,20.0,>50K
90.0,Private,5th-6th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,93.47593,>50K
17.0,Private,1st-4th,Separated,Priv-house-serv,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0021178,<=50K
69.0,Self-emp-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,50.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.1793052,<=50K
17.0,?,11th,Never-married,?,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Local-gov,Masters,Married-civ-spouse,Protective-serv,Male,1.0,>50K
17.0,Self-emp-inc,10th,Never-married,Farming-fishing,Male,1.0,<=50K
19.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,99.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,1.0,<=50K
76.35955,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
21.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,99.0,>50K
25.0,Private,1st-4th,Separated,Other-service,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Private,10th,Never-married,Other-service,Male,1.0,<=50K
90.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,1.0001241,>50K
90.0,Self-emp-not-inc,5th-6th,Widowed,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,State-gov,Masters,Married-civ-spouse,Protective-serv,Male,1.0,<=50K
17.0,?,11th,Never-married,?,Male,99.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Prof-specialty,Male,1.0,<=50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Female,1.0,<=50K
90.0,?,10th,Never-married,?,Male,1.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Prof-specialty,Male,1.0,<=50K
17.0,Private,5th-6th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Widowed,Priv-house-serv,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,76.95369,<=50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,?,10th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Private,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
17.0,Self-emp-not-inc,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,70.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,1.0,<=50K
35.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,45.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,50.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Separated,Priv-house-serv,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Local-gov,Preschool,Married-spouse-absent,Other-service,Male,1.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
61.0,Self-emp-inc,Some-college,Widowed,Sales,Male,99.0,>50K
90.0,Private,5th-6th,Widowed,Farming-fishing,Male,99.0,>50K
17.0,Private,10th,Never-married,Other-service,Male,1.0,>50K
90.0,Self-emp-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
89.90826,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
17.0,Never-worked,11th,Never-married,?,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.2986398,<=50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,75.0,>50K
17.0,Private,9th,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,50.0,<=50K
90.0,Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0890825,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,1.0,>50K
90.0,Private,HS-grad,Never-married,Sales,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,?,10th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,<=50K
17.0,Local-gov,Preschool,Never-married,Other-service,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Private,7th-8th,Never-married,Other-service,Male,99.0,>50K
17.0,?,1st-4th,Separated,?,Male,1.0550166,<=50K
53.0,?,7th-8th,Separated,?,Male,99.0,>50K
25.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,1.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,72.0,<=50K
17.0,Private,10th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Widowed,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,>50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
23.0,?,11th,Never-married,?,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,7th-8th,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Widowed,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,99.0,<=50K
17.0,State-gov,11th,Never-married,Other-service,Male,1.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Never-worked,11th,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,68.92604,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
19.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,1st-4th,Married-civ-spouse,Farming-fishing,Male,5.609333,>50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,1st-4th,Never-married,?,Male,99.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,?,Some-college,Never-married,?,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,12.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Self-emp-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,50.0,<=50K
18.0,Self-emp-inc,1st-4th,Married-civ-spouse,Sales,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,14.21002,<=50K
39.0,Local-gov,11th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
80.210915,Private,1st-4th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Local-gov,7th-8th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Private,7th-8th,Never-married,Other-service,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,State-gov,Masters,Married-civ-spouse,Protective-serv,Male,10.0,<=50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
17.0,Private,10th,Never-married,Sales,Female,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Private,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,1st-4th,Married-civ-spouse,?,Male,99.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,<=50K
49.0,Local-gov,Some-college,Never-married,?,Male,1.1353248,<=50K
90.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,1.0,<=50K
17.0,State-gov,11th,Never-married,Other-service,Male,99.0,>50K
90.0,?,10th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
17.0,Private,10th,Never-married,Sales,Female,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
17.0,Private,11th,Never-married,Farming-fishing,Male,1.0,<=50K
17.0,Private,10th,Never-married,Other-service,Female,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,?,10th,Never-married,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
19.0,Local-gov,Preschool,Separated,Other-service,Male,1.0682806,>50K
18.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Self-emp-inc,11th,Never-married,Other-service,Female,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Private,7th-8th,Never-married,Handlers-cleaners,Male,70.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0003366,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
89.6364,Self-emp-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Priv-house-serv,Female,99.0,>50K
90.0,Private,7th-8th,Married-civ-spouse,Other-service,Male,1.0,>50K
90.0,Private,7th-8th,Never-married,Priv-house-serv,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,10th,Never-married,?,Male,1.0,>50K
17.0,Private,10th,Never-married,Other-service,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,Preschool,Separated,?,Male,40.0,<=50K
17.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Separated,Other-service,Male,1.0,<=50K
17.0,Private,10th,Never-married,Sales,Female,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,1.0,<=50K
90.0,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Male,99.0,<=50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Other-service,Male,1.0,<=50K
90.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,1.0,>50K
88.362274,?,1st-4th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
53.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,?,7th-8th,Separated,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Priv-house-serv,Female,1.0,>50K
90.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
17.0,Self-emp-not-inc,10th,Never-married,Farming-fishing,Male,1.0,>50K
35.0,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,10.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,40.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,1.0,<=50K
70.0,?,11th,Never-married,?,Female,99.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
47.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
78.050224,Self-emp-not-inc,HS-grad,Married-spouse-absent,Farming-fishing,Male,40.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Widowed,Farming-fishing,Male,1.5329174,>50K
