age,workclass,education,marital-status,occupation,sex,hours-per-week,salary
20,Federal-gov,HS-grad,Never-married,Other-service,Female,40,<=50K
54,?,Preschool,Married-civ-spouse,?,Female,40,<=50K
28,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Male,43,<=50K
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,<=50K
37,Local-gov,Assoc-voc,Never-married,Adm-clerical,Female,43,<=50K
41,Private,HS-grad,Divorced,Craft-repair,Female,50,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Male,60,<=50K
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,15,<=50K
36,Private,Some-college,Never-married,Tech-support,Female,40,<=50K
35,Self-emp-not-inc,HS-grad,Separated,Transport-moving,Male,70,<=50K
50,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,>50K
47,Private,HS-grad,Widowed,Priv-house-serv,Female,45,<=50K
20,?,Some-college,Never-married,?,Female,12,<=50K
58,Federal-gov,Some-college,Widowed,Prof-specialty,Female,40,<=50K
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,40,>50K
18,State-gov,11th,Never-married,Adm-clerical,Female,5,<=50K
37,Private,11th,Married-civ-spouse,Transport-moving,Male,40,<=50K
18,Private,HS-grad,Never-married,Sales,Female,20,<=50K
63,Private,9th,Widowed,Other-service,Female,20,<=50K
27,Private,Bachelors,Never-married,Sales,Female,40,<=50K
39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,40,<=50K
21,Private,Some-college,Never-married,Sales,Female,20,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,40,>50K
90,?,1st-4th,Widowed,?,Female,40,<=50K
31,Private,Some-college,Married-civ-spouse,Other-service,Male,50,<=50K
20,Private,10th,Never-married,Handlers-cleaners,Male,40,<=50K
34,State-gov,Masters,Never-married,Prof-specialty,Female,24,<=50K
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,<=50K
22,Private,9th,Married-spouse-absent,Other-service,Male,35,<=50K
35,Private,HS-grad,Divorced,Farming-fishing,Male,65,<=50K
62,Local-gov,HS-grad,Divorced,Other-service,Female,35,<=50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
27,Local-gov,HS-grad,Divorced,Protective-serv,Male,40,<=50K
45,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,<=50K
41,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Male,65,<=50K
17,Private,10th,Never-married,Other-service,Male,40,<=50K
24,Private,Some-college,Never-married,Sales,Female,40,<=50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,>50K
60,Private,Some-college,Divorced,Craft-repair,Male,44,>50K
51,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,>50K
17,Private,9th,Never-married,Other-service,Female,20,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
23,Private,HS-grad,Never-married,Sales,Male,40,<=50K
63,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,<=50K
41,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,<=50K
26,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Male,75,<=50K
47,Local-gov,HS-grad,Married-civ-spouse,Other-service,Male,40,>50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,>50K
40,Private,Some-college,Never-married,Exec-managerial,Male,50,<=50K
54,Local-gov,Some-college,Divorced,Craft-repair,Male,42,<=50K
26,Private,HS-grad,Divorced,Adm-clerical,Female,40,<=50K
28,Private,10th,Divorced,Machine-op-inspct,Female,40,<=50K
23,Private,Assoc-acdm,Never-married,Other-service,Male,40,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,<=50K
32,Private,HS-grad,Never-married,Other-service,Female,13,<=50K
37,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,Male,40,<=50K
56,Private,11th,Married-civ-spouse,Transport-moving,Male,40,<=50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,>50K
25,Private,HS-grad,Never-married,Other-service,Female,40,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Male,45,<=50K
55,Federal-gov,Some-college,Never-married,Adm-clerical,Male,40,<=50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,91,<=50K
22,Private,HS-grad,Never-married,Sales,Female,40,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,50,<=50K
47,Private,HS-grad,Separated,Other-service,Female,40,<=50K
26,Private,10th,Married-civ-spouse,Adm-clerical,Female,40,<=50K
18,Private,Some-college,Never-married,Adm-clerical,Male,15,<=50K
22,?,Some-college,Never-married,?,Female,12,<=50K
21,Private,11th,Never-married,Other-service,Female,40,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,<=50K
47,Private,11th,Divorced,Other-service,Female,40,<=50K
26,Private,HS-grad,Never-married,Craft-repair,Male,40,<=50K
30,Private,9th,Never-married,Sales,Male,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,42,>50K
35,Private,Bachelors,Never-married,Adm-clerical,Female,40,<=50K
41,Private,Masters,Never-married,Prof-specialty,Female,40,<=50K
48,?,10th,Married-civ-spouse,?,Female,35,<=50K
67,Private,Some-college,Widowed,Prof-specialty,Female,16,<=50K
39,Private,Bachelors,Married-civ-spouse,Sales,Male,55,<=50K
33,Private,Bachelors,Never-married,Prof-specialty,Female,45,<=50K
66,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,26,>50K
30,Local-gov,Assoc-voc,Never-married,Protective-serv,Male,40,<=50K
62,Local-gov,Doctorate,Widowed,Prof-specialty,Female,40,<=50K
45,Private,5th-6th,Divorced,Transport-moving,Male,40,<=50K
49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,>50K
39,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,50,<=50K
36,Private,10th,Divorced,Other-service,Female,40,<=50K
25,State-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,<=50K
21,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,<=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,>50K
30,Private,Some-college,Divorced,Machine-op-inspct,Male,50,<=50K
40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,>50K
42,Private,Bachelors,Never-married,Exec-managerial,Male,55,>50K
39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,40,<=50K
32,Private,Assoc-voc,Never-married,Craft-repair,Male,40,<=50K
25,Private,Some-college,Never-married,Sales,Male,24,<=50K
33,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,60,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
19,Private,Some-college,Never-married,Adm-clerical,Male,30,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,Male,10,<=50K
41,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,35,<=50K
35,Private,HS-grad,Married-civ-spouse,Sales,Male,45,<=50K
39,Private,Some-college,Separated,Other-service,Female,75,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Male,40,<=50K
33,Private,HS-grad,Never-married,Adm-clerical,Male,40,<=50K
57,Local-gov,Some-college,Widowed,Adm-clerical,Female,40,<=50K
59,Private,HS-grad,Divorced,Tech-support,Male,60,>50K
29,Private,Bachelors,Never-married,Adm-clerical,Female,40,<=50K
79,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,20,>50K
21,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,<=50K
53,Private,Masters,Married-civ-spouse,Sales,Male,60,>50K
46,Private,9th,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
50,Self-emp-inc,HS-grad,Married-spouse-absent,Sales,Male,60,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,<=50K
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
50,Private,Bachelors,Separated,Sales,Male,40,>50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,<=50K
84,Private,Masters,Never-married,Prof-specialty,Male,66,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
30,Private,Assoc-acdm,Never-married,Sales,Male,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,<=50K
17,Private,10th,Never-married,Other-service,Male,20,<=50K
24,Private,HS-grad,Separated,Other-service,Female,25,<=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Female,20,<=50K
28,Private,Some-college,Married-civ-spouse,Sales,Male,60,<=50K
41,Private,Assoc-voc,Divorced,Prof-specialty,Female,43,<=50K
61,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,<=50K
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
23,Private,Some-college,Never-married,Other-service,Male,25,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,15,>50K
23,Private,Bachelors,Never-married,Adm-clerical,Female,40,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,30,>50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,60,>50K
42,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Male,80,>50K
52,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,<=50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
29,Private,HS-grad,Never-married,Other-service,Female,40,<=50K
24,Private,Bachelors,Never-married,Exec-managerial,Male,48,<=50K
32,Private,12th,Married-civ-spouse,Craft-repair,Male,40,<=50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
37,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,36,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,38,<=50K
47,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,38,>50K
39,Private,HS-grad,Never-married,Other-service,Male,18,<=50K
42,Private,11th,Married-civ-spouse,Transport-moving,Male,40,<=50K
22,Private,HS-grad,Never-married,Prof-specialty,Male,40,<=50K
22,Private,11th,Never-married,Craft-repair,Male,30,<=50K
40,Private,HS-grad,Never-married,Craft-repair,Male,40,<=50K
28,Private,Some-college,Never-married,Sales,Male,50,<=50K
31,Private,HS-grad,Never-married,Sales,Female,40,<=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,>50K
27,Self-emp-not-inc,Some-college,Never-married,Sales,Male,50,<=50K
21,?,10th,Never-married,?,Male,40,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Female,40,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Female,40,<=50K
26,Private,HS-grad,Married-civ-spouse,Sales,Female,20,<=50K
22,Private,Some-college,Never-married,Farming-fishing,Male,10,<=50K
24,Private,11th,Never-married,Transport-moving,Male,39,<=50K
24,Private,HS-grad,Never-married,Other-service,Female,30,<=50K
38,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,35,<=50K
48,Private,Bachelors,Married-civ-spouse,Sales,Male,45,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Female,45,<=50K
25,Private,HS-grad,Never-married,Transport-moving,Male,70,<=50K
59,Private,10th,Married-civ-spouse,Craft-repair,Male,40,>50K
38,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,40,<=50K
61,Private,7th-8th,Divorced,Other-service,Female,40,<=50K
26,?,10th,Separated,?,Male,40,<=50K
40,Private,11th,Never-married,Machine-op-inspct,Female,37,<=50K
62,Private,Some-college,Married-civ-spouse,Transport-moving,Male,20,<=50K
25,Private,Masters,Never-married,Prof-specialty,Female,37,<=50K
22,Private,HS-grad,Never-married,Other-service,Male,40,<=50K
34,Private,Bachelors,Never-married,Sales,Female,40,<=50K
31,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,40,<=50K
26,Federal-gov,Bachelors,Never-married,Tech-support,Male,40,<=50K
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,40,>50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
48,Private,12th,Separated,Adm-clerical,Female,40,<=50K
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Male,40,<=50K
45,Private,HS-grad,Married-civ-spouse,Sales,Male,40,>50K
24,Private,HS-grad,Never-married,Other-service,Male,35,<=50K
40,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Male,50,>50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
45,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Male,45,>50K
51,Private,Some-college,Married-civ-spouse,Other-service,Female,40,>50K
42,Private,Bachelors,Married-civ-spouse,Sales,Male,60,<=50K
45,Private,Assoc-voc,Divorced,Other-service,Female,8,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Male,40,<=50K
27,Private,HS-grad,Never-married,Other-service,Male,40,<=50K
25,Private,Some-college,Never-married,Prof-specialty,Male,40,>50K
33,Private,Masters,Married-civ-spouse,Tech-support,Male,15,<=50K
46,Private,Assoc-acdm,Widowed,Adm-clerical,Female,40,<=50K
27,Private,Assoc-voc,Never-married,Craft-repair,Male,40,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,Male,40,<=50K
30,Private,10th,Divorced,Other-service,Male,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
47,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Male,60,<=50K
58,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Female,55,<=50K
72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,<=50K
34,Private,Assoc-acdm,Divorced,Exec-managerial,Female,45,<=50K
20,Private,HS-grad,Never-married,Other-service,Female,20,<=50K
18,?,11th,Never-married,?,Female,20,<=50K
19,?,12th,Never-married,?,Male,30,<=50K
69,?,HS-grad,Widowed,?,Female,9,<=50K
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,45,>50K
20,Private,Some-college,Never-married,Farming-fishing,Male,10,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,<=50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,>50K
26,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,55,<=50K
24,Private,HS-grad,Never-married,Transport-moving,Female,50,<=50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,70,>50K
58,Local-gov,Assoc-acdm,Widowed,Adm-clerical,Female,40,<=50K
32,Private,Bachelors,Never-married,Sales,Male,45,<=50K
46,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Female,40,<=50K
51,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,45,>50K
58,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
44,Private,HS-grad,Married-civ-spouse,Other-service,Male,25,<=50K
30,Private,10th,Never-married,Machine-op-inspct,Male,40,<=50K
43,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Female,72,<=50K
43,State-gov,Assoc-acdm,Married-spouse-absent,Other-service,Female,30,<=50K
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
23,Private,Some-college,Never-married,Adm-clerical,Male,40,<=50K
46,Local-gov,Some-college,Divorced,Tech-support,Female,40,<=50K
46,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,40,>50K
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,55,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,46,<=50K
35,Private,Some-college,Divorced,Machine-op-inspct,Female,55,<=50K
32,Private,Some-college,Never-married,Adm-clerical,Female,50,<=50K
39,Private,HS-grad,Married-spouse-absent,Sales,Female,28,<=50K
45,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,>50K
38,Private,HS-grad,Married-civ-spouse,Sales,Male,40,>50K
63,?,Masters,Never-married,?,Female,3,<=50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,40,<=50K
34,Private,Bachelors,Never-married,Adm-clerical,Female,40,<=50K
21,Private,HS-grad,Never-married,Craft-repair,Female,30,<=50K
52,Private,Bachelors,Divorced,Farming-fishing,Male,40,<=50K
44,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,<=50K
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,45,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
53,Private,HS-grad,Divorced,Machine-op-inspct,Female,40,<=50K
44,Private,Bachelors,Divorced,Prof-specialty,Female,40,<=50K
64,Private,Masters,Never-married,Prof-specialty,Female,35,<=50K
19,?,Some-college,Never-married,?,Female,20,<=50K
64,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,60,>50K
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,38,>50K
60,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
21,Private,Some-college,Never-married,Other-service,Male,30,<=50K
29,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,30,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,<=50K
37,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,36,>50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,<=50K
31,Private,HS-grad,Never-married,Sales,Female,58,<=50K
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,42,>50K
20,Private,HS-grad,Never-married,Prof-specialty,Female,40,<=50K
27,Private,HS-grad,Never-married,Handlers-cleaners,Male,37,<=50K
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,44,<=50K
48,Private,HS-grad,Married-civ-spouse,Sales,Male,50,<=50K
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,>50K
22,Private,HS-grad,Never-married,Sales,Female,15,<=50K
22,Private,HS-grad,Never-married,Exec-managerial,Female,42,<=50K
47,Private,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,60,<=50K
38,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,44,<=50K
29,Private,Assoc-voc,Never-married,Exec-managerial,Female,40,<=50K
43,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,<=50K
50,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Male,50,<=50K
34,Private,HS-grad,Never-married,Priv-house-serv,Female,40,<=50K
31,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,>50K
19,Private,5th-6th,Never-married,Farming-fishing,Male,36,<=50K
52,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,8,<=50K
36,Private,Bachelors,Never-married,Craft-repair,Male,35,<=50K
29,Private,10th,Never-married,Craft-repair,Male,40,<=50K
36,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,45,<=50K
19,?,Some-college,Never-married,?,Male,35,<=50K
35,Private,Bachelors,Never-married,Sales,Male,50,<=50K
59,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,<=50K
35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,50,>50K
35,Private,Bachelors,Never-married,Sales,Male,50,<=50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,<=50K
70,Private,HS-grad,Married-civ-spouse,Sales,Male,40,<=50K
29,Private,Bachelors,Never-married,Sales,Male,50,>50K
51,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Male,50,>50K
54,Private,7th-8th,Widowed,Other-service,Male,30,<=50K
56,Private,HS-grad,Widowed,Sales,Female,25,<=50K
44,Private,HS-grad,Married-civ-spouse,Sales,Male,40,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,60,>50K
25,Private,Bachelors,Never-married,Prof-specialty,Female,40,<=50K
73,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,16,<=50K
52,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,<=50K
22,Private,Bachelors,Never-married,Prof-specialty,Male,55,<=50K
61,Private,7th-8th,Divorced,Machine-op-inspct,Female,40,<=50K
55,Private,Assoc-acdm,Divorced,Sales,Female,30,<=50K
31,Private,Some-college,Never-married,Adm-clerical,Female,36,<=50K
23,Private,Some-college,Married-civ-spouse,Sales,Female,47,<=50K
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,<=50K
17,Private,10th,Never-married,Other-service,Male,12,<=50K
26,Private,9th,Never-married,Other-service,Male,35,<=50K
59,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,>50K
19,?,Some-college,Never-married,?,Male,24,<=50K
38,Private,Some-college,Divorced,Adm-clerical,Female,44,<=50K
38,Private,Some-college,Separated,Machine-op-inspct,Male,55,>50K
36,Private,HS-grad,Married-civ-spouse,Tech-support,Male,50,<=50K
37,Private,HS-grad,Married-civ-spouse,Tech-support,Male,80,>50K
57,State-gov,12th,Divorced,Other-service,Female,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,>50K
24,Private,Bachelors,Never-married,Sales,Male,40,<=50K
70,?,Doctorate,Married-civ-spouse,?,Male,20,>50K
72,?,Some-college,Married-spouse-absent,?,Male,3,<=50K
43,Private,Bachelors,Divorced,Sales,Female,50,<=50K
20,?,Some-college,Never-married,?,Male,40,<=50K
56,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,16,<=50K
54,Private,HS-grad,Divorced,Adm-clerical,Female,42,<=50K
41,Local-gov,Masters,Divorced,Prof-specialty,Female,55,<=50K
57,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Male,40,<=50K
33,Private,Masters,Married-civ-spouse,Exec-managerial,Female,50,>50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,<=50K
54,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Female,10,<=50K
32,Local-gov,Some-college,Never-married,Craft-repair,Male,40,<=50K
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Female,55,>50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Female,45,<=50K
38,Private,9th,Married-spouse-absent,Handlers-cleaners,Male,40,<=50K
34,Private,Some-college,Divorced,Adm-clerical,Female,40,<=50K
20,?,Some-college,Never-married,?,Male,20,<=50K
34,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Male,50,<=50K
59,Local-gov,Some-college,Separated,Protective-serv,Male,40,>50K
41,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,43,>50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,>50K
27,Private,HS-grad,Married-AF-spouse,Craft-repair,Male,40,>50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,<=50K
75,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,24,<=50K
21,Private,Some-college,Never-married,Other-service,Female,35,<=50K
27,Private,11th,Married-civ-spouse,Craft-repair,Male,40,>50K
17,Private,12th,Never-married,Other-service,Male,18,<=50K
22,Private,Some-college,Never-married,Craft-repair,Male,30,<=50K
66,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,<=50K
33,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,19,<=50K
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,>50K
40,Private,HS-grad,Divorced,Sales,Female,30,<=50K
70,?,Bachelors,Married-civ-spouse,?,Male,6,<=50K
38,?,Assoc-voc,Separated,?,Female,25,<=50K
56,?,Some-college,Married-civ-spouse,?,Male,40,<=50K
22,?,Some-college,Never-married,?,Male,40,<=50K
49,?,HS-grad,Married-civ-spouse,?,Male,40,<=50K
41,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,40,>50K
50,Local-gov,HS-grad,Never-married,Other-service,Female,40,<=50K
31,Self-emp-not-inc,HS-grad,Never-married,Sales,Male,40,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,>50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,65,>50K
50,Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,38,>50K
35,Private,Assoc-voc,Divorced,Transport-moving,Male,50,<=50K
38,?,HS-grad,Married-civ-spouse,?,Female,35,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,43,>50K
34,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Female,25,<=50K
56,Private,Some-college,Separated,Tech-support,Female,38,<=50K
43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,50,<=50K
38,Federal-gov,Some-college,Divorced,Exec-managerial,Female,40,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,45,<=50K
49,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,40,>50K
37,Self-emp-inc,Bachelors,Divorced,Sales,Female,60,<=50K
48,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,60,<=50K
22,?,Some-college,Never-married,?,Male,20,<=50K
20,Private,Some-college,Never-married,Craft-repair,Male,40,<=50K
47,Private,Assoc-voc,Never-married,Prof-specialty,Female,40,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,60,>50K
29,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,50,>50K
22,State-gov,Bachelors,Never-married,Prof-specialty,Female,43,<=50K
36,Private,Assoc-acdm,Divorced,Sales,Female,40,<=50K
39,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,45,<=50K
28,Private,HS-grad,Never-married,Exec-managerial,Female,40,<=50K
24,Private,Assoc-voc,Married-civ-spouse,Other-service,Male,20,<=50K
66,Federal-gov,10th,Married-civ-spouse,Craft-repair,Male,40,<=50K
31,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Male,20,<=50K
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,<=50K
47,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,38,>50K
50,Federal-gov,Bachelors,Divorced,Prof-specialty,Male,60,>50K
57,Private,HS-grad,Never-married,Exec-managerial,Female,45,<=50K
22,Private,11th,Never-married,Sales,Female,40,<=50K
32,Private,Assoc-voc,Never-married,Other-service,Male,45,<=50K
42,Private,Masters,Married-civ-spouse,Sales,Male,40,<=50K
37,Private,7th-8th,Never-married,Machine-op-inspct,Female,25,<=50K
26,Private,Some-college,Married-civ-spouse,Sales,Male,50,<=50K
19,Private,HS-grad,Never-married,Other-service,Male,20,<=50K
57,Local-gov,HS-grad,Divorced,Adm-clerical,Female,16,<=50K
23,Private,Some-college,Never-married,Tech-support,Male,60,<=50K
41,Local-gov,Assoc-voc,Never-married,Other-service,Male,40,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,46,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Male,50,<=50K
22,Private,HS-grad,Never-married,Other-service,Female,35,<=50K
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Female,60,>50K
27,State-gov,Masters,Never-married,Prof-specialty,Male,20,<=50K
